DOI,Author Keywords
10.3390/ijgi7090376,Consumption behavior; Cultural boundaries; GIS; Machine learning; Natural Language Processing (NLP); Urban computation; Volunteered Geographic Information (VGI); Word2Vec; Yelp
10.3390/ijgi7090360,3D modelling; Crowdsourcing; Heritage documentation; Online community; Volunteered geographic information; Web-mapping
10.1093/mnras/sty1350,Herbig Ae/Be; Pre-main-sequence; Stars: formation; Stars: variables: general; T-Tauri
10.1186/s12883-018-1118-0,Epidemiology; Health-related quality of life; Multiple sclerosis; Patient-reported outcomes; Switzerland
10.5194/amt-11-4605-2018,
10.1080/13658816.2018.1445257,geographic information retrieval; landscape character assessments; Place descriptions; text processing; user-generated content
10.1371/journal.pone.0202077,
10.1016/j.ecolind.2018.03.079,Citizen science; Eco-Heart Index; Heartware; Integrated watershed management; Langat River basin; Water quality visualization
10.1080/00393630.2018.1504441,citizen science research; Insect pest management; media campaign; pale-backed clothes moth Monopis crocicapitella; webbing clothes moth Tineola bisselliella
10.1371/journal.pone.0201558,
10.1029/2017RS006496,citizen science; ionosphere; radio propagation; radio science; satellite
10.3390/ijgi7080312,Citizen science; Geoinformatics; Projects survey
10.3390/ijgi7080289,Algorithms; Analysis; Digital cartography; GIS; OpenStreetMap; Spatial accuracy
10.3390/ijgi7080323,Geospatial databases; OpenStreetMap; Quality; Volunteered geographic information
10.3390/rs10081239,Digital volunteers; Missing Maps; OpenStreetMap; Red Cross and Red Crescent movement; Volunteered geographic information; Vulnerability and Capacity Assessments
10.1371/journal.pone.0201094,
10.3390/s18082456,Acoustic noise; Cycling; Geolocation; Participatory sensing; Personal exposure monitoring; Smartphone sensors; Task automation
10.1177/0963662517738149,antithetical citizens; citizen science; destruction; epistemic excess; fan community; feral Science; iPhone; parodic metrology; PEST; PUS; YouTube
10.1016/j.cois.2018.05.005,
10.1016/j.compag.2018.06.015,Citizen science; Data collection; Mobile phone; Smallholder farmers; Unified theory of acceptance and use of technology
10.1016/j.biocon.2018.05.008,Alpine grassland; Biodiversity; Ecological restoration; Landscape heterogeneity; Sanjiangyuan; Unmanned Aerial Vehicle
10.1109/TGRS.2018.2835306,Geographic information science; modeling; remote sensing
10.1016/j.jenvman.2018.04.077,Canada; Citizen science; Community-based monitoring; Participatory monitoring; Water governance; Water quality
10.1177/0907568218769342,Children; ethical mindfulness; participatory methods; postdisciplinarity; reflexivity
10.1007/s00484-018-1540-4,Citizen science; Flowers; Fruit; National Park; Phenology; Sampling bias; Sorbus
10.1016/j.jenvman.2018.04.114,Adaptive co-management; Collaboration; Landscape-scale; Mapping; Monitoring; Online tool
10.1111/ddi.12756,Avian conservation; citizen science; hierarchical models; protected areas; species abundance
10.1002/mrm.27051,cardiac; DTI; in vivo; spiral readout; STEAM
10.1016/j.scitotenv.2018.03.130,East Africa; Hydrology; Kenya; Sondu catchment; Text message; Water level; Water resources management
10.1016/j.tibtech.2018.02.011,biomaterials; implants; open medicine; radio frequency identification; taggers; transhumanism
10.1016/j.ejor.2017.07.037,Citizen Science; Community Operational Research; OR in environment and climate change; Problem structuring methods; Systems thinking
10.1007/s10708-017-9794-7,Critical GIS; Interpretive methods; Philosophy of technology; Symbolic geography; System-user interaction; Volunteered geographic information (VGI)
10.1007/s11205-017-1714-1,Capabilities; Child well-being; Crowdsourcing; Georeference; GIS; Participatory mapping
10.1080/09540962.2018.1477662,Accountability; hybridization; Nigeria; public sector; sustainability
10.4102/koedoe.v60i1.1505,
10.3390/ijerph15071531,Citizen-science; Exposome; Lead poisoning; Urban metals
10.1038/s41416-018-0156-0,
10.1126/science.aar8379,
10.1080/13505033.2018.1516455,citizen science; climate change; heritage at risk; monitoring; Public engagement
10.1080/15481603.2017.1413794,biodiversity monitoring; citizen science; crowdsourcing; intrinsic data quality indicator; trust; Volunteered Geographic Information
10.1080/10095020.2018.1493817,Accessibility; data completeness; data quality; OpenStreetMap (OSM); sidewalk; wheel map
10.1080/10095020.2018.1496556,data quality; reputation; trustworthiness; Volunteered geographic information
10.1080/10095020.2018.1498666,human dynamics; natural disaster; OpenStreetMap (OSM); Twitter; Volunteered geographic information (VGI)
10.4031/MTSJ.52.4.4,Citizen science; Indian River Lagoon; Muck; Muck mapping; Public engagement
10.1093/jole/lzy005,Artificial language evolution; Citizen science; Experimental pragmatics; Pervasive ubiquitous computing; Phylogeny
10.1093/icb/icy032,
10.3390/ijgi7070235,Cloud platform; Generalization constraints; Point generalization
10.1016/j.gecco.2018.e00434,American Kestrel; Citizen science; Falco sparverius; Nest cam; Webcam; Wildlife
10.1002/ecs2.2302,abundance; citizen science; Early Detection and Distribution Mapping System (EDDMapS); field data; field survey; invasive plant; species distribution model
10.3390/rs10071134,Collective sensing; Data quality; Individual tree detection; Template matching; Urban orchard; Very high resolution imagery; Volunteered geographic information
10.3390/rs10071145,Built-up detection; Landsat; Openstreetmap; Urban remote sensing
10.1177/0963662516678514,case study research; citizen science; crowd science; crowdsourcing; digitisation of research; online platforms; science communication; volunteer engagement
10.1371/journal.pone.0200334,
10.1111/2041-210X.13012,biological records; consistent reporting; forest bird; habitat model; niche model; presence-only; pseudo-absences; species distribution model
10.1371/journal.pone.0198997,
10.3390/s18072100,Indoor; OpenStreetMap; Outdoor; Route planning
10.1007/s10707-018-0323-8,OpenStreetMap; Semantic annotation; Social media; Twitter; Volunteered Geographic Information
10.1016/j.actaastro.2018.04.011,Earth science; ICESat-2; Lasers; Polar regions; STEAM
10.1016/j.jhydrol.2018.05.002,Citizen science; Flooding; Hydraulic modelling; Model validation; Volunteered geographic information
10.1016/j.biocon.2018.04.027,
10.1016/j.marpol.2018.04.010,Citizen science; Collective action; Communication; Participatory governance; Social cohesion; Trust
10.1016/j.envsoft.2018.03.023,Behavioral operational research; Gamification; Multi-Criteria Decision Analysis; Serious game; Stakeholder participation; Sustainability
10.1016/j.landurbplan.2018.03.011,Cultural ecosystem services; Land use planning; Nature-based recreation; Participatory GIS; Spatial analysis
10.1002/eco.1959,Didymosphenia geminata; discharge; habitat type; monitoring network; nuisance alga; severity
10.1111/ddi.12741,citizen science; data quality; Maxent; museum collections; rare species; seahorse; species distribution model
10.1016/j.landurbplan.2018.02.006,Cultural ecosystem services; Green space; Park use; Recreation; Spatial analysis; Urban planning
10.4018/IJEPR.2018070105,Citizen Engagement; Citizen-Government Relationships; Co-Production; Digital Participatory Platforms; Online Platforms; Self-Organization; Social Media; Urban Development
10.1007/s11069-018-3262-7,AHP; Disaster and emergency management; Earthquake hazard analysis; GIS; Multi-criteria decision-making; TOPSIS
10.1016/j.jsb.2018.02.006,Computation; Crowdsourcing; Cryo-EM; Data processing; Single-particle analysis; Structural biology
10.1016/j.icarus.2017.06.017,Ices; Mars; Polar caps; Polar geology; Surface
10.1038/sdata.2018.124,
10.1073/pnas.1719367115,Artificial intelligence; Camera-trap images; Deep learning; Deep neural networks; Wildlife ecology
10.1088/1757-899X/364/1/012031,
10.1002/anie.201801743,citizen science; colour analysis; crowdsourcing; heritage science; smartphone
10.1080/09593330.2017.1332106,Air pollution; low-cost; monitoring; sensors; spatial analysis; traffic
10.1016/j.scitotenv.2018.01.142,Adaptive governance; Agroecology; Food-web; LTSER; Socio-ecological system; Stakeholders
10.3389/fmars.2018.00202,Citizen science; Disturbance; Drone; Ecosystem health; Fur seals; Marine debris entanglement; Population abundance; Wildlife monitoring
10.1186/s12942-018-0140-1,Allostatic load; Built environment; Chronic stress; Citizen science; Electrodermal activity; Leaflet; Quantified self; Sensors
10.1093/heapro/daw086,
10.3390/ijgi7060222,Citizen science; Crowdsourced data collection; Data quality; Toponym; Volunteered geographic information (VGI)
10.3390/ijgi7060205,Classification correctness; Commission; Landscape metrics; Omission; Spatial data quality; Thematic accuracy; Topographical mapping; Volunteered geographic information
10.5751/ES-10087-230227,Ecosystem services; Integrated ecosystem service valuation; Natural resource management; Participatory; Transdisciplinary
10.3390/rs10060835,Above-water reflectance; Citizen science; Data quality; Ocean productivity
10.1002/rse2.67,Camera traps; pellet counts; population estimates; random encounter model; ungulates; wildlife monitoring
10.1093/biosci/biy028,altmetrics; citizen science; evaluation; science policy; science products inventory
10.1089/zeb.2017.1542,citizen science; motion tracking software; zebrafish
10.15517/rbt.v66i2.33404,Collision; Mortality; Road kill microbiology; Tropics; Vertebrate; Wildlife
10.1111/eth.12746,animal observations; conservation; education; participatory research; stakeholder involvement; technical applications
10.1007/s11948-018-0059-8,Aerial mapping; Civic science; Community engagement; Do-It-Yourself; Open hardware; Open source; Participatory design; Sousveillance; Water quality
10.1007/s13369-017-2711-z,ANOVA; Biometric; Decision tree; Footprint; Fuzzy logic; Kurtosis; Predictive analysis; Standard deviation
10.1007/s10344-018-1189-7,Citizen science; Mammal; Population; Subsample; Survey bias; Trend
10.1016/j.rse.2018.04.014,Crowdsourcing; Data quality; External validity; Model-based inference; Probability sampling; Pseudo-weights; Volunteered geographic information (VGI)
10.1177/0748730418768120,circadian clocks; citizen science; open science; sociology of science; Wikipedia
10.1016/j.jhydrol.2018.04.027,Field measurement; Geotagged photo; Hydrological model; Remote sensing; Snow cover
10.1111/2041-210X.13002,Bayesian inference; citizen science; exchange algorithm; geostatistics; imperfect detection; occupancy
10.1007/s00267-018-1020-y,Marine protected area; MPA performance; Participation; Philippines; Social ecological system
10.1016/j.midw.2018.02.003,Delay; Ghana; Labour; Low income country; Midwifery; Obstetric; Triage
10.1016/j.compedu.2018.02.014,Location-based learning; Prospective teachers; Question-generating; Science education; Web-based assessment
10.1016/j.jnc.2018.02.007,16S rDNA; Early detection; Invasive species; Mya arenaria; Species-specific primers
10.1016/j.ijdrr.2018.02.024,citizen science; crowdsourcing; earthquake; Risk reduction; social media; visual communication
10.1007/s11356-017-0286-6,Ambient air; Community engagement; Environmental data communication; Polychlorinated biphenyls; Report-back; Research translation
10.1016/j.ijmedinf.2017.10.014,Clinical practice guideline; Frugal innovation; m-Health; Non-physician clinician; Rubber stamp template
10.1002/rse2.62,Bird strike; migration; NEXRAD; remote sensing; UNQC-CREF; weather surveillance radar; wind energy
10.1007/s11067-017-9360-3,Accessibility; Land use; Open data; OpenStreetMap; South Africa; Townships; Transport; Volunteered geographic information
10.1007/s10708-017-9784-9,Canada; Community based organizations; Empowerment; Geoweb; Knowledge politics
10.1007/s10708-017-9781-z,Bikeability; Built environment; Facilitated-volunteered geographic information; User-generated content; Validity
10.1007/s10708-017-9778-7,Crowdsourcing; OpenStreetMap; Participation inequality; Volunteer geographic information
10.1029/2018GL077324,amateur radio; citizen science; ham radio; HF propagation; ionosphere; solar eclipse
10.1080/00218839.2018.1460911,Apis mellifera; beekeeping; citizen science; colony losses; monitoring; mortality; overwinter; survey
10.4414/smw.2018.14623,Citizen science; Digitalization; Multiple sclerosis; Registry; Study design; Technology
